Store,avg_daily_sales,sales_cv,avg_daily_customers,promo_lift_pct,promo_day_share,n_open_days,cluster,pca_x,pca_y
43,6848.189771197846,0.2874082454021453,613.0201884253029,53.82644064464445,0.4508748317631225,743,3,-0.741808771250609,0.25548632079375627
44,5495.939839572193,0.28869215729203956,643.0708556149733,56.10414954057688,0.45187165775401067,748,3,-1.0682102816800747,0.1028407030658687
45,5348.742934051144,0.2482989330745899,416.02153432032304,31.78698526454773,0.4508748317631225,743,1,-0.43272517243152764,-1.2825809326980804
46,5360.592150170649,0.29504738443273354,662.377133105802,53.241220258227294,0.44197952218430037,586,3,-0.8338324884609489,0.2011674319889883
47,7140.426470588235,0.24358827138290806,922.3596256684492,40.47918583218949,0.45187165775401067,748,1,0.4472603855253539,-0.04999796144465913
48,3962.457219251337,0.22780446323434522,432.91711229946526,34.08544840074091,0.45187165775401067,748,1,-0.6072165944810141,-1.6511038105820464
49,7281.105263157895,0.25025622496022826,530.8232118758434,29.19785153753939,0.4493927125506073,741,1,0.21162373428443765,-0.7951612874491769
50,4244.454912516823,0.27811455141401625,358.4199192462988,43.150858386218935,0.4508748317631225,743,1,-1.2838809115977832,-0.9810679025741433
51,6645.738907849829,0.22960228152137813,496.58191126279866,20.442580535712853,0.44197952218430037,586,1,0.5894794415022425,-1.3053043659297432
52,7458.116040955631,0.26958608662495626,507.7269624573379,35.03764175994564,0.44197952218430037,586,1,0.06212148108064826,-0.36040915048988786
53,5257.855614973262,0.281443928546659,567.163101604278,43.03712677942503,0.45187165775401067,748,1,-0.823337478263083,-0.48822011749144184
54,7914.032042723631,0.2648977381616725,733.5006675567423,22.527938594242027,0.45260347129506007,749,1,0.6174578059474488,-0.5010224547242221
55,4582.568548387097,0.3364608823996135,558.3360215053764,58.38055481494596,0.4529569892473118,744,3,-1.8506049655660508,0.28555692188073994
56,7273.4697986577185,0.2377841129036246,504.3288590604027,22.396597542929563,0.44966442953020136,745,1,0.44692192615791043,-1.142873065403787
57,10684.234332425069,0.34933536341511195,996.6294277929155,52.63501064777222,0.4536784741144414,734,3,0.05817645308697345,1.9896433898427315
58,6287.989778534923,0.27813444197012416,511.68994889267464,42.54275524747136,0.44293015332197616,587,1,-0.45971985495820245,-0.2982107136172395
59,5510.981233243968,0.34752437868548625,566.0134048257372,63.44153208722664,0.45308310991957107,746,3,-1.874980062137567,0.7157240779845508
60,7998.3494623655915,0.3367124809414093,712.9139784946236,62.28650404561685,0.4529569892473118,744,3,-1.0329432705229147,1.2649654528141336
61,4688.889338731444,0.24984008923657372,570.5411605937921,27.072603348603536,0.4493927125506073,741,1,-0.20490077013656052,-1.3012488530666941
62,6506.600269179004,0.2826075893076729,719.4387617765814,48.43473455173009,0.4508748317631225,743,1,-0.47930849178569473,0.13766201985655024
63,6930.46256684492,0.26728125835242494,638.5895721925134,33.270124247817066,0.45187165775401067,748,1,-0.0057164141657168235,-0.4780713652819042
64,10319.013458950201,0.25611269580717705,792.343203230148,34.79263308403919,0.4508748317631225,743,0,0.9824774475990012,0.337979751454391
65,5113.731182795699,0.3450647932546374,456.56451612903226,60.21816554635272,0.45161290322580644,744,3,-1.9766797308174942,0.39365518109004405
66,6102.716599190283,0.18952933664178667,523.8542510121457,21.802909714976295,0.4493927125506073,741,1,0.6506279263470286,-1.7789578585869255
67,7810.581646423751,0.27934501431488934,798.889338731444,54.37168523696454,0.4493927125506073,741,3,-0.19544674309939314,0.6571152262983198
68,7530.17513368984,0.25822834960906976,1150.5254010695187,6.6966607758100665,0.45187165775401067,748,0,1.6195043026761098,-0.510904959742054
69,9437.444295302013,0.23164028942646342,1184.5355704697986,32.83504663828552,0.44966442953020136,745,0,1.6388018060980762,0.44921097634459856
70,6603.951742627346,0.2552296730955268,681.0335120643432,40.2298319590458,0.450402144772118,746,1,-0.06472753675078352,-0.36889075764119755
71,9076.670255720053,0.28530758087851593,749.4562584118439,53.3472488484287,0.4508748317631225,743,3,-0.05959651666922457,0.8356746060183743
72,4419.483816013629,0.3992419374804667,475.9863713798978,87.64741637159932,0.44293015332197616,587,3,-3.0688544692330058,1.6674448344097457
73,4576.918449197861,0.2974503030785992,495.6697860962567,48.51899192492667,0.45187165775401067,748,3,-1.340053195203752,-0.4166048165647463
74,6277.5918918918915,0.273138507334047,857.9621621621621,42.41498734651309,0.45,740,1,-0.07446890279034477,0.03699353964603445
75,6004.286096256685,0.2163439972311818,641.1684491978609,17.18800191441011,0.45187165775401067,748,1,0.6465123805999521,-1.5654732967122915
76,8989.304940374786,0.23200137102901888,928.8074957410562,30.070295786635683,0.44293015332197616,587,0,1.3952726096281483,0.021601952503006942
77,7608.963758389262,0.25796737037679107,663.786577181208,37.595752260658124,0.44966442953020136,745,1,0.1795347955482783,-0.24318937693499423
78,3718.1451612903224,0.2935405498340064,496.5483870967742,51.21527924730584,0.45161290322580644,744,3,-1.5483816512182607,-0.5327537194071511
79,5460.48717948718,0.28216238443801217,560.0877192982456,52.29849357060593,0.4493927125506073,741,3,-0.987669824789988,-0.1538869786679483
80,7597.78465679677,0.23432840304323116,577.192462987887,27.530088447126705,0.4508748317631225,743,1,0.48526609195103654,-0.8784589550443686
81,6948.346416382253,0.18931309596094179,560.4163822525597,8.98628324311772,0.44197952218430037,586,1,1.3730205710499395,-1.8464694544163553
82,9022.655450874832,0.31129571703160214,840.1991924629879,61.44877632790055,0.4508748317631225,743,3,-0.3663705372839519,1.4128496998659381
83,3898.814266487214,0.22811466620824042,347.20188425302825,37.38603386319224,0.4508748317631225,743,1,-0.8104652076972824,-1.6698699170494218
84,12952.127860026918,0.22913355817936273,1397.0538358008075,36.3989312125065,0.4508748317631225,743,0,2.5651542800003257,1.4773771848549528
85,7266.724444444444,0.31292784899220644,1016.3144444444445,6.1416776121868075,0.38333333333333336,900,2,2.4062168139338462,0.5839199884950025
86,4709.857142857143,0.2915064965581534,608.0175202156335,54.35778355457514,0.4501347708894879,742,3,-1.2197716825046891,-0.09916202056561367
87,5868.39705882353,0.2808935352789795,737.7794117647059,47.61330590116222,0.45187165775401067,748,1,-0.5699364288704062,-0.010593044959896339
88,6022.883064516129,0.4107061161582795,614.2862903225806,85.81349139128491,0.45161290322580644,744,3,-2.7734810111553956,2.101846898749107
89,5958.15699658703,0.21360280733904466,624.0699658703072,33.00840669544961,0.44197952218430037,586,1,0.43152518947072716,-1.0399419389712397
90,8421.927223719676,0.24071277858182463,1059.9582210242588,33.37102855892303,0.45148247978436656,742,0,1.1252171920003926,0.15724341466349967
91,5601.974393530997,0.29703548810279196,621.4272237196766,36.669432452499684,0.4501347708894879,742,1,-0.598597255419254,-0.3729986180413726
92,5983.539703903096,0.30739133818413367,547.3391655450874,52.61916399789646,0.4508748317631225,743,3,-1.1450108188039019,0.14161220614351902
93,5976.173620457605,0.3269217880596877,605.9798115746971,60.953291848615024,0.4508748317631225,743,3,-1.4412870914598281,0.6335677604028296
94,7112.057873485868,0.28108287889318806,640.9838492597578,52.121307788251805,0.4508748317631225,743,3,-0.5511984133522967,0.2391253911633714
95,7676.509408602151,0.31882880734244345,848.1801075268817,59.005076687525296,0.4529569892473118,744,3,-0.6735039582952479,1.1360851335539344
96,5175.314516129032,0.437559208788267,543.6868279569892,94.15140625694804,0.4529569892473118,744,3,-3.5155758870628433,2.3041086343398236
97,6695.700268817204,0.30034039116857075,690.5174731182796,55.40063038536004,0.4529569892473118,744,3,-0.8541468444653894,0.46570745126720625
98,5085.535666218035,0.2539326217590093,451.185733512786,34.81570025195621,0.4508748317631225,743,1,-0.5621462656920522,-1.1475258139844418
99,5099.904436860068,0.2644905114838725,464.32423208191125,34.06527240051796,0.44197952218430037,586,1,-0.41695328325082437,-0.9434589620769832
100,7949.368421052632,0.21223491929754715,686.6508771929824,16.304994389273237,0.43859649122807015,570,1,1.4515605107027472,-1.0261942875570065
101,7455.632352941177,0.2224551728898867,778.7112299465241,31.801535085961767,0.45187165775401067,748,1,0.7075360390444327,-0.623531844195286
102,7069.171428571429,0.33501309905588816,1054.2190476190476,57.1961324803814,0.4489795918367347,735,3,-0.5040513189131144,1.4424471844320184
103,4688.973109243698,0.26247112762666663,421.90420168067226,26.577351255249592,0.4470588235294118,595,1,-0.45753914135228385,-1.3782623583574023
104,10108.7192513369,0.14047795987606346,1312.5655080213903,7.157824561612218,0.45187165775401067,748,0,3.331916386832849,-0.8210094278407214
105,4406.728412256268,0.3927215150525863,512.4359331476323,50.09466452977338,0.44986072423398327,718,3,-2.129068009548651,0.48447303901223876
106,8654.568335588634,0.24047204248482063,826.0514208389716,33.52014325264516,0.4546684709066306,739,1,0.7690204650138709,-0.15634720323019918
107,7319.522727272727,0.17345993728064923,954.9451871657755,19.553671469767107,0.45187165775401067,748,1,1.6534420819970013,-1.194323276617731
108,10956.790102389079,0.21256106772473465,846.1808873720137,15.896629680719117,0.44197952218430037,586,0,2.2326639415733327,-0.28470017379907253
109,6460.25,0.2291615366144161,743.1270053475936,30.748820979376024,0.45187165775401067,748,1,0.42504443497141847,-0.8337571967801697
110,4522.350267379679,0.27133685472336366,586.7379679144385,30.883373140619312,0.45187165775401067,748,1,-0.544883243797555,-1.0424470697936492
111,6768.391946308725,0.2509963181485742,598.6657718120805,37.04213359991891,0.44966442953020136,745,1,-0.01449091788673054,-0.5703894224510586
112,6219.580213903743,0.1451096948908917,777.062834224599,9.945414597199303,0.45187165775401067,748,1,1.6576828457162365,-2.175646401812451
113,7284.1928327645055,0.234922062894165,706.1313993174061,17.782568530316624,0.44197952218430037,586,1,1.0459955876117792,-0.9265240750026417
114,5354.43449197861,0.23562100439774922,610.7085561497327,33.20629109230192,0.4532085561497326,748,1,-0.1370178044941161,-1.1151342587303377
115,7322.290102389078,0.23035487908731272,550.2883959044368,11.352059509049475,0.44197952218430037,586,1,1.0374289242087358,-1.3587079229669363
116,7306.585006693441,0.19588783916924143,760.2115127175368,30.787681513207925,0.4524765729585007,747,1,0.8815949355026805,-0.9484404147657722
117,3894.7537012113057,0.28160452745961934,494.5921938088829,49.92109029021978,0.4508748317631225,743,3,-1.3674890332829042,-0.6350220976236178
118,7751.951742627346,0.2950959859823281,674.5978552278821,42.86515748769623,0.4517426273458445,746,1,-0.26218815090448694,0.2523930581397468
119,6009.493315508022,0.23220802498559842,666.5441176470588,37.42311019949182,0.45187165775401067,748,1,0.02311153591553416,-0.8048858768680955
120,7107.11677852349,0.2418562558497959,638.7288590604027,41.57540666585478,0.44966442953020136,745,1,0.06813443345501816,-0.4003359774247622
121,4469.987903225807,0.31002118258532557,506.9986559139785,53.480964832171615,0.4529569892473118,744,3,-1.6021009594979132,-0.18092849926019658
122,6379.729537366548,0.3456222846820401,784.6963226571768,33.37865976144451,0.40213523131672596,843,2,0.5092582561720862,0.936410356177444
123,8412.648907103825,0.3879514348971126,961.4699453551913,67.58666174882525,0.4521857923497268,732,3,-1.1349081416988807,2.2989082416932995
124,4424.652759084792,0.28679300744109154,526.6406460296097,35.97239037923372,0.4508748317631225,743,1,-0.8894225762053175,-0.8474465796508309
125,11826.707219251337,0.23022536215599987,1575.7179144385027,35.642678702740035,0.45187165775401067,748,0,2.5786587879526133,1.482061144911246
126,6565.939434724091,0.47104843181687356,546.8654104979812,46.80306398799334,0.4508748317631225,743,3,-2.2127825369306056,1.5266829626151415
127,5228.497444633731,0.28689036074551333,659.8296422487223,48.538796960126355,0.44293015332197616,587,1,-0.6948028102026099,-0.04738209741450522
128,7405.059060402685,0.28874195116976414,591.7785234899329,35.31273724456414,0.44966442953020136,745,1,-0.15708690578440965,-0.17544187251547147
129,9263.31399317406,0.21833635304338236,1170.4180887372013,33.31553140182542,0.44197952218430037,586,0,1.8434722981694946,0.38997256162297206
130,5114.89932885906,0.1875984106525475,574.2711409395973,27.729627267100078,0.44966442953020136,745,1,0.37422733191151675,-1.7478042430352707
131,5288.815612382235,0.24780148706347782,561.2987886944818,34.8771315673794,0.4508748317631225,743,1,-0.31464343642120896,-1.0102467995973268
132,6205.9726962457335,0.25165185947658403,578.2150170648464,28.053663550105508,0.44197952218430037,586,1,0.2355739968951367,-0.8632051387166505
133,6501.222520107239,0.33469119351528814,764.7426273458445,61.69656330679323,0.45308310991957107,746,3,-1.2371115671801427,1.0133597519565924
134,4735.497326203208,0.20754774221095315,495.668449197861,30.55184357567166,0.45187165775401067,748,1,-0.10039448923186924,-1.6982223970383825
135,5939.809395973154,0.2299017222350905,539.6496644295302,26.792284693345458,0.44966442953020136,745,1,0.17262306654406462,-1.2917700320638537
136,5480.96928327645,0.3294900928268637,424.2320819112628,50.47632358863303,0.44197952218430037,586,3,-1.3583969624109555,0.12190321991892665
137,8303.81228668942,0.20673514027166137,958.8515358361775,29.48396580913139,0.44197952218430037,586,1,1.539852310715573,-0.2959655646747665
138,7318.735215053764,0.37390516215462627,715.0040322580645,68.82303762801413,0.4529569892473118,744,3,-1.64539240807674,1.6547835912679243
139,6464.3105802047785,0.25872590960735425,514.0802047781569,46.565663323448106,0.44197952218430037,586,1,-0.3464799484928621,-0.30405245283885596
140,7466.614765100671,0.21743058006756905,964.3261744966443,32.96381382912385,0.44966442953020136,745,1,1.0325857114952732,-0.3502997947480505
141,5541.016194331984,0.2645732221288317,611.6261808367071,45.59086563870416,0.4493927125506073,741,1,-0.5776404454334383,-0.41693241067953196
142,4617.240915208614,0.23173767270153767,571.5383580080754,33.5092541530472,0.4508748317631225,743,1,-0.2706076648749645,-1.305705276643549
143,6314.497981157469,0.2940381994388104,583.0,52.10279812891312,0.4508748317631225,743,3,-0.9033090102922671,0.12102724171347581
144,7732.974533106961,0.2489203080912732,729.6146010186757,29.631464519029638,0.4397283531409168,589,1,0.7944105677678267,-0.3143331186090916
145,8369.13111888112,0.24788214372828266,1277.0192307692307,42.70293781307725,0.44405594405594406,572,0,1.279536648121451,0.8707066709841829
146,7800.336473755047,0.2612388167258144,703.3822341857335,41.1790457420232,0.4508748317631225,743,1,0.1287019199376295,-0.03523058881621239
147,8220.14401076716,0.24339227763227458,883.135935397039,32.62389969431306,0.4508748317631225,743,1,0.8420203576292042,-0.11364993642237639
148,8632.298128342247,0.18241986486287878,820.4532085561498,26.991168954625522,0.45187165775401067,748,1,1.4626172813174363,-0.8335320996143479
149,5567.684300341297,0.2672134132985758,485.6211604095563,49.441849734795944,0.44197952218430037,586,1,-0.7161690494695226,-0.35636488477002204
150,8396.846256684492,0.25663856246524824,820.4745989304813,34.90498096407276,0.45187165775401067,748,1,0.5992994793850638,0.00451891560725088
151,6738.534946236559,0.276793003139035,651.4959677419355,44.54585864822222,0.45161290322580644,744,1,-0.39483748080679093,-0.0839839727112091
152,5548.565275908479,0.3365383853939756,623.6823687752355,72.099350220315,0.4508748317631225,743,3,-1.8749538573731006,0.9831021685783478
153,7121.005383580081,0.3673829292877599,638.921938088829,83.30672055512981,0.4508748317631225,743,3,-2.076698127098596,1.9003354037081892
154,8727.241610738254,0.2641208095125548,737.7973154362417,36.38185622854074,0.44966442953020136,745,1,0.4963480564825831,0.09093472861806846
155,6902.531516183986,0.23391097805280797,661.7308347529813,32.3100909092184,0.44293015332197616,587,1,0.5110430598679458,-0.6610881811409921
156,6981.293565683646,0.405307103506146,715.2640750670241,87.34985901324868,0.45308310991957107,746,3,-2.460054136324336,2.4015070098539657
157,9719.814266487214,0.2501960451953486,992.8950201884253,43.32796115174672,0.4508748317631225,743,0,0.9702041255987521,0.6925765890001666
158,8147.383580080754,0.20296033236748906,520.7012113055182,13.335658423240815,0.4508748317631225,743,1,1.1465931782291896,-1.537634709762171
159,7752.195911413969,0.2710164613456188,696.8040885860306,49.34030230676384,0.44293015332197616,587,1,-0.014830119987254396,0.3687130249547874
160,5737.055033557047,0.24769265626100995,559.9718120805369,40.851709767753746,0.44966442953020136,745,1,-0.3544516003758898,-0.7394003518508232
161,7254.025572005384,0.1942738496802848,821.4212651413189,25.62022806085269,0.4508748317631225,743,1,1.14120526086108,-1.0181740080743775
162,7762.765100671141,0.2785359333372147,555.9261744966443,44.10424794274676,0.44966442953020136,745,1,-0.28192779558156755,0.008054954230857624
163,7334.921122994652,0.2086822012985658,874.8168449197861,20.894019021461474,0.45187165775401067,748,1,1.2188111966206192,-0.9518222175648099
164,6188.2691652470185,0.31971378886009116,633.5468483816013,62.858529757549505,0.44293015332197616,587,3,-1.179498357775218,0.8033770081794271
165,4002.4163822525597,0.23406705857341054,423.4778156996587,42.01436109714383,0.44197952218430037,586,1,-0.6602376166723403,-1.2474289172322461
166,5833.663526244953,0.2642994244702104,819.3324360699866,25.501333025879607,0.4508748317631225,743,1,0.27657398078048645,-0.6786282511300588
167,9294.581989247312,0.3479667747114709,1056.6532258064517,67.14933725298415,0.45161290322580644,744,3,-0.4669614129813845,2.2398186235124067
168,7507.565452091768,0.30490833263575096,731.0539811066127,56.7116139627296,0.4493927125506073,741,3,-0.6251041967185639,0.7993553341373683
169,7289.342465753424,0.27024584015848585,695.8493150684932,28.53096946587917,0.44931506849315067,730,1,0.3044670324365559,-0.40983038828406465
170,5053.137281292059,0.26163298587474004,548.293405114401,41.712641919611826,0.4508748317631225,743,1,-0.6741336513653627,-0.7535362186737129
171,8453.489905787348,0.2990017008300612,871.7160161507402,56.99984387382302,0.4508748317631225,743,3,-0.2209463319830626,1.1102323215106875
172,6980.88566552901,0.19211234329194662,870.19795221843,15.828176004571926,0.44197952218430037,586,1,1.6195231922055278,-1.1937944868064814
173,8241.034759358288,0.2305195869799789,1009.4786096256685,41.7771664049063,0.45187165775401067,748,1,0.8705627499210933,0.2018753446244529
174,5921.517064846416,0.17486598730009772,478.7184300341297,14.167305808170816,0.44197952218430037,586,1,1.0278084279236952,-2.13205050603928
175,5766.810160427807,0.2121226377517924,690.5855614973262,27.770795115332884,0.45187165775401067,748,1,0.42518929742887074,-1.274464001015681
176,5294.951547779273,0.33915830479000186,635.0699865410498,62.6469892469965,0.4508748317631225,743,3,-1.6842404080096476,0.7000378042542619
177,4009.0026881720432,0.35797229687788834,486.9287634408602,68.83450930663541,0.45161290322580644,744,3,-2.491901076844145,0.5870014663420507
178,10096.22177419355,0.2937315137048363,926.3951612903226,55.76573416149087,0.4529569892473118,744,0,0.22547712359692892,1.3906248289178964
179,7299.480484522207,0.2850298998874759,957.7429340511441,42.78973291661583,0.4508748317631225,743,1,0.15199517286351832,0.47346451036863385
180,7218.002673796792,0.21540408565262978,845.1430481283422,30.040213363632468,0.45187165775401067,748,1,0.8574775125226914,-0.6910947626426361
181,6397.931856899489,0.3481962886669913,671.3339011925043,73.89050633235708,0.44293015332197616,587,3,-1.6050088700977747,1.4651709999491882
182,5293.04966442953,0.26185752271220103,417.54093959731546,33.6231991046236,0.44966442953020136,745,1,-0.5752441209113189,-1.103305355311969
183,4753.360344827586,0.3311049618662795,595.9551724137931,42.122316469696486,0.4396551724137931,580,3,-1.0070379335485842,0.019857867880194315
184,6605.071524966262,0.2536065668466119,598.1916329284751,41.449216973845694,0.4507422402159244,741,1,-0.20873759069988396,-0.46538988874186965
185,7203.264705882353,0.2603969331714916,548.0508021390374,43.392148187028766,0.45187165775401067,748,1,-0.2881512117648251,-0.31789671592925556
186,3771.4641638225257,0.244337700916379,381.41638225255974,40.92118350754343,0.44197952218430037,586,1,-0.8230851045655602,-1.2901997043173703
187,6280.919786096257,0.2732315854125383,777.8021390374331,41.1020568043087,0.45187165775401067,748,1,-0.19455363446463864,-0.13277735924105022
188,4960.274562584118,0.29624956093037175,436.4158815612382,50.19803034958428,0.4508748317631225,743,3,-1.3588168403634553,-0.37394023617940464
189,8782.592193808883,0.22237271992431387,839.8250336473754,36.65046965056479,0.4508748317631225,743,1,0.962083670779599,-0.13431701451810701
190,7158.133105802048,0.21019926152598523,653.7474402730376,33.18358958738714,0.44197952218430037,586,1,0.743597240311479,-0.7949633023860226
191,6834.791808873721,0.1830059518827676,714.2593856655291,13.01591927342495,0.44197952218430037,586,1,1.5152125969780132,-1.5967079826703647
192,8764.139931740614,0.3666777812966347,631.4368600682594,17.269010226617056,0.44197952218430037,586,1,0.17856066650174934,0.4005787880683307
193,5363.545209176788,0.3201916246654018,782.9055330634278,60.028392853374456,0.4493927125506073,741,3,-1.203507072270378,0.6912398828377425
194,4817.627530364372,0.2182679046808534,417.442645074224,24.578733635283687,0.4493927125506073,741,1,-0.07321577699484438,-1.8365825348488174
195,10721.829071332437,0.23309516419430293,1303.7685060565275,33.62476178228433,0.4508748317631225,743,0,2.0142913510062024,0.878242621311983
196,5216.179624664879,0.2724524234515978,698.4731903485255,44.343334581238025,0.45308310991957107,746,1,-0.6310359155443274,-0.3732121332259648
197,6852.604278074867,0.2579503864881343,844.942513368984,45.02527241816496,0.45187165775401067,748,1,0.04083168876384247,0.04708005479115887
198,2907.2761394101876,0.5529131873012763,339.4182305630027,146.2064835256769,0.45308310991957107,746,3,-6.585356996261947,4.111361539876853
199,7938.567967698519,0.26452175788809573,624.3472409152087,38.98324791783226,0.4508748317631225,743,1,0.0750070801509165,-0.15153124363789208
200,7737.868102288022,0.18923185077526708,971.2987886944818,25.671777460046947,0.4508748317631225,743,1,1.4944412284013544,-0.7635464518236592
201,5238.878869448183,0.2466447465096211,444.1884253028264,26.4159033146516,0.4508748317631225,743,1,-0.2606312425830641,-1.434891470310149
202,6043.018791946309,0.22739238018999705,508.1543624161074,26.807834555232517,0.44966442953020136,745,1,0.16898658130868208,-1.3368228266983302
203,6768.272117962467,0.27123366708034247,883.1340482573727,33.48359359411428,0.450402144772118,746,1,0.3035462680951124,-0.11486617621697955
204,5467.390784982935,0.19073391073853263,524.0938566552901,28.20071493037063,0.44197952218430037,586,1,0.5012915237843201,-1.611128706127288
205,6540.588235294118,0.2546226300100531,881.346256684492,47.38231446115579,0.45187165775401067,748,1,-0.005886403542332932,0.07609378329062699
206,7137.85464333782,0.2984597213032658,800.8452220726783,47.74852211964721,0.4508748317631225,743,3,-0.3451751231736419,0.48959192895547005
207,11181.0307486631,0.2913507584752221,1302.9318181818182,52.9467558378568,0.45187165775401067,748,0,1.1024405389432241,2.024427343437646
